country,description,variety
Germany,"This white from the Franken region of Germany shows more aromatic intensity than your typical Silvaner, but there's a candied edge here that's a bit offputting. It's crisp in the mouth, with good body and some nice apple notes that linger. Drink now.",Silvaner
Germany,"A bit bland, with some maraschino cherry character along with faint melon rind notes. There's good acidity in the mouth but the short finish of spiced pear leaves behind a soft, slightly muddled impression.",Silvaner
Germany,"The confectionary notes here are a bit over-the-top, with bubblegum and candied pineapple leading into candied ginger in the mouth. It's crisp and light-to-medium-bodied, with a short, apricot finish. Drink up.",Silvaner
Germany,"The nose lacks punch, offering only faint notes of melon and white flowers while the crisp, fairly dry palate sails by on fleeting notes of white raspberry and pomelo. Not one for aging.",Riesling
Germany,"Despite the name, this wine is a bit done up aromatically; it's austere and lacking in fruit with just a shy note of lemon zest to soften things. Ultracrisp and dry in the mouth, it has a clean citrusy finish. Drink up.",Riesling
Germany,"To judge by the codes on the label, this Best Buy is from the same bottler who did Rudi Wiest's 2007 Mosel River. This is slightly lighter in weight, with simple apple and citrus flavors tinged with petrol. Off-dry, but clean and fresh on the finish. A wine to drink now and over the next few months.",Riesling
Germany,"A dry, stony, somewhat neutral wine, marked by crisp acids and vaguely apple-y fruit. The crispnesss and austerity would make it a fine foil for creamy or oily fish dishes.",Riesling
Germany,"Starts off with scents of slate, pineapple and vanilla, then delivers apple, melon and lime sherbet flavors. It's off-dry, light in body, and easy enough to drink now and over the next six months or so.",Riesling
Germany,"At 250,000 cases imported, this has to be one of the biggest brands of Riesling on the market. The modern packaging contains a cleanly made, off-dry wine with bright herb and apple notes and a citrusy finish—it's easy to see its mass appeal. Drink now. Imported by Schmitt-Sohne Inc.",Riesling
Germany,"This plump, creamy-textured Riesling shows plenty of flattering peach and lime fruit, but also enough mint and slate that it avoids being simply fruity. Balanced toward the dry side of the Riesling spectrum, so it should prove versatile at the table.",Riesling
Germany,"This wine's aromas of baked apple, honey, cinnamon and brown sugar are immediately attractive, and in the mouth it doesn't disappoint. It's broad and mouthfilling but avoids heaviness, finishing long, with hints of orange rind.",Riesling
Germany,"Broad in the mouth and rather burly, this nearly dry Riesling offers minerally, spice-driven aromas and flavors. A touch of honeyed richness on the palate rounds it out, but this is not a stereotypical fruity Riesling despite the mouthwatering finish.",Riesling
Germany,"This wine has balanced acidity, but think of it as a baby auslese because the residual sugar level is quite high and there is some suggestion of botrytis. Aromas and flavors are tinged with dried apricots and honey, rounded out by ripe peaches and given shape by fresh limes. Drink now–2020.",Riesling
Germany,"Despite this wine's considerable sweetness, it features a balanced blend of minerality and fruit. Pear and slate notes mark the nose and palate, finishing soft and round. An easy-drinking kabinett for near-term consumption.",Riesling
Germany,"Impressive for its minerality, this wine offers up aromas of petrol, honey and slate rather than the fruit-driven notes of many Rieslings. In the mouth, it's like drinking liquid rocks with just enough honey to help the minerals slide down smoothly, lingering sweetly on the finish.",Riesling
Germany,"In really warm years like 2006, wines from the cool Saar valley often excel. This offering shows crisp, refreshing acidity to balance its residual sugar and classic flavors of green apple, lime and pineapple. Under it all is a firm foundation of slate-driven minerality and a fine, linear structure.",Riesling
Germany,"In a departure from Mosel stereotypes, this wine is missing the floral fragrance and vivacity so typical of the region. But it remains impressive, offering plenty of concentration and density, hugely mineral aromas and flavors that call to mind molten rocks and even an oily texture and viscous finish. How it will age is impossible to predict, so drink it over the next 2–3 years.",Riesling
Germany,"From Trittenheim's most famous vineyard, this is a beautifully balanced, harmonious wine that balances hints of petrol and slate with flavors of honeyed peaches, all while remaining light and spry on the palate.",Riesling
Germany,"This fruit-driven wine lacks a touch of minerality but features admirably pure, focused notes of perfectly ripe apples, pineapple and citrus. It's a sweet, medium-bodied spätlese that's plump and succulent, delicious sipped on its own on a warm summer evening. Imported by Chapin Cellars, LLC.",Riesling
Germany,"The Pauly Bergweiler style leans toward ripe and sweet, but this bottling also shows plenty of acidity. Honeyed orange and pineapple flavors are concentrated and rich, balanced by hints of petrol, slate and peppery spice.",Riesling
Germany,"A plump, medium-bodied Riesling, this shows the ripeness of the vintage in its ample alcohol (11.5%) and remaining residual sweetness, but doesn't seem heavy or overdone. Honeyed stone fruit and melon are buoyed by some slate-driven minerality while the finish remains succulent and fresh.",Riesling
Germany,"A medium-bodied, dry Silvaner, with modestly earthy, minerally and grapefruity aromas and citrus and mineral flavors. It finishes clean and fresh, with only 11% alcohol. Serve as an apéritif, alone or with passed hors d'oeuvres.",Silvaner
Germany,"For this wine's modest reported alcohol level (8%), it doesn't come across as being overly sweet, but boasts a broad, fullish mouthfeel. Tropical fruit—mango—marries easily with peach and lime flavors and a touch of honey. Turns tart on the finish, adding more lime to the flavorful mix.",Riesling
Germany,"Light in weight despite 9.5% alcohol, this is a refreshingly off-dry Riesling with a mouthwatering finish. Green apple, lime and mineral notes round out the typical flavor profile.",Riesling
Germany,"A solid value in German Riesling that just misses out being a Best Buy, this wine features aromas of honey-drizzled baked apples with cinnamon and lemon juice, a refreshingly light feel on the palate and an ultraclean, persistent finish with undertones of ripe melon. Drink now–2015.",Riesling
Germany,"Raumland's Marie-Luise is a blanc de noirs of 100% Pinot Noir that comes across as toasty and nutty on the nose and palate, without obvious red-berry fruitiness or the earthy, sous-bois complexity of the variety. That said, it is medium in body and does make for a nice glass of bottle-matured sparkling.",Sparkling Blend
Germany,"Supersweet and cloying, with one-dimensional honey and barley-sugar aromas and flavors. Disappointing.",Riesling
Germany,"With 12% alcohol, you might expect this to be on the dry side, but it's not. Instead, it's sweet and oily, with ripe apple, pear and peach fruit vying with notes of crushed stone. Lingers a bit stickily on the finish.",Riesling
