country,description,variety
Argentina,"Coconut, green herbs and fresh-cut wood work the nose, followed by fairly herbal berry flavors. There is oak throughout, and mildly coarse tannins, thus the structure is solid.",Cabernet Sauvignon
Argentina,"Bold berry aromas turn a little sweet and simple with airing, while the palate deals plum and berry flavors on a tight, tannic frame. Bright and colorful but fairly rough and basic in what it has to offer.",Merlot
Argentina,"If this isn't one of the strangest, most unique Sauvignon Blancs on the market, then please tell us what is. With a tan/peach color, this wine has its own agenda. The palate pushes peach, cantaloupe and floral notes, but where's the acidity and where's the grassiness?",Sauvignon Blanc
Argentina,"Big and colorful, with soupy aromas blended with a waft of heavy berries. The palate is packed with anonymous red fruits, but the mouthfeel is pretty hard and miserly. Tastes reasonably good but has little in common with Spanish Tempranillo.",Tempranillo
Argentina,"Salmon colored, with light melon and almond aromas that are hardly distinct but by the same token are nice enough. Sweet and simple in the mouth, with no discernible fruit flavor to latch onto. Imported by Broadbent Selections, Inc.",Rosé
Argentina,"Spins a ton of raw berry and plum aromas along with oak, and the wine is plenty flavorful. Problem is, it's pretty bumpy and aggressive, with jagged tannins and a fiery feel. Good in some ways; rough in others. Imported by Frederick Wildman & Sons, Ltd.",Shiraz
Argentina,"Damp earth and a leafy accent render the nose less than fruity, while the mouth is round and grabby, with basic Cabernet flavors and hard tannins. Short on the finish.",Cabernet Sauvignon
Argentina,"Pretty solid aromatically, and nicely colored, but goes sharp, lean and tart in the mouth. Shows some cherry flavor, but also displaced citrus. Too much austerity and overt acidity.",Syrah
Argentina,"Too many things to take issue with here for it to rate any higher. The nose features chocolate-covered raisin and tomato sauce, while the lean palate deals brambly cherry and berry flavors. Lacks persistence and notable bright spots.",Cabernet Sauvignon
Argentina,"Light yellow in tint, with big tropical aromas centering on melon. Tastes more lemony and dry than the nose might suggest, with a strong, astringent blast of green apple on the finish.",Sauvignon Blanc
Argentina,"Sweet cherry aromas seem almost like Grenache atop graham crackers, while the palate is lean, green and topped off by brandied cherry. Adequate as a cheap quaffer but not up to the next level.",Cabernet Sauvignon
Argentina,"Broad up front but pasty, with olive and soy sauce added in. The cherry and berry flavors are zesty but nondistinct, while the finish is lean and hits with cranberry and cherry. Also shows a bit of compost.",Cabernet Sauvignon
Argentina,"Nondistinguished red wine is how to best describe this one. It has some rhubarb as well as berry, while the feel is racy and zesty. Arguably scratchy and a bit green.",Cabernet Sauvignon
Argentina,"Mute on the nose, with only rubber cement and anonymous dark fruit showing up. Tastes of ripe plum, carob and burnt toast, while the finish offers vanilla shadings then a blast of heat. Not a smooth operator.",Merlot
Argentina,"Bright but kind of light, with attractive red-fruit aromas. The mouth, however, is a touch stark and zesty, with juicy, jumpy cherry and plum flavors. Not overly stellar nor does it try to reach very far; good for Bonarda.",Bonarda
Argentina,"The sweet and floral aromas may be too close to air freshener to be convincing. Almond candy, orange and dried apricot flavors work the palate, which finishes lemony and on the pithy side. Drink now.",Torrontés
Argentina,"Volatile at first, with more than a hint of vinegar to the nose. Airing helps it along, revealing brambly fruit along with tough tannins. Smells too much like a dairy; barely worth a look.",Cabernet Sauvignon
Argentina,"Port, anyone? This is a prune-filled, raisiny wine. Naturally, it lacks balance and mouthfeel, which is replaced by a grating, starchy feel. Overall it has a few redeeming qualities and an okay finish.",Tempranillo
Argentina,"Smells like raspberry or strawberry Kool-Aid, with appropriately “funky” flavors of rhubarb, raspberry and burnt sugar. The mouthfeel is rather scouring and acidic.",Cabernet Sauvignon
Argentina,"Warm black-fruit aromas along with earth and controlled oak give this Malbec a nice bouquet, and the palate features full berry flavors and a dark-spice accent. The finish is smooth, mellow and slightly chocolaty. Satisfying, legitimate Malbec in every way.",Malbec
Argentina,"One of the best Argentine value Chardonnays on the market. The nose is stylish, with butterscotch, honeyed apple and vanilla notes. Smooth on the palate, with more than adequate apple and peach flavors, and then pure and fairly long on the finish. For clarity and real Chardonnay character, there aren't many better options than this, especially for $12.",Chardonnay
Argentina,"Once you cut through the heavy, minty oak, there's a decent wine hiding in the folds. The body carries reasonably ripe black cherry and raspberry flavors as well as plenty of wood-generated tannin, but does it taste much like Syrah? I find it more generic and woody than varietal.  Imported by Excelsior Wine & Spirits.",Syrah
Argentina,"Earthy and mildly lactic on the nose, with tight, lean, herbal flavors. Doesn't rise above mediocre.",Malbec
Argentina,"This colorful, clumsy wine shows glaring powdered-drink and candied cherry aromas and flavors, and while it's kind of scouring and rough it manages to make its mark via its juicy ripeness. Not a stellar wine but has its merits; the blend is Cabernet Sauvignon, Malbec and Bonarda.",Red Blend
Argentina,"Holds it together for the most part, but this isn't what you'd call a focused or interesting wine. The nose is mildly fruity, while the palate is shapeless and doesn't deliver recognizable Chard flavors. It rates as a generic dry white wine with hints of melon and peach.",Chardonnay
Argentina,"Mildly grassy and dilute on the nose, with sweet, candied berry flavors and a sticky, woody finish. It's fairly full in the mouth, but it lacks the precision, darkness and focus of a top-flight Malbec.",Malbec
Argentina,"Most of Bousquet's wines are enigmatic. They show some good qualities but also signs of overcropping and underripeness. That said, this wine is typical: it's scattershot in its delivery of green-infused berry fruit, tannins and wood. It's O.K. but never settles down. Imported by North American Beverage Group.",Cabernet Sauvignon
Argentina,"Can't say that the heavy dose of oak on this wine is helping the cause. The nose is quite resiny and cloying, while the palate is creamy and full, but loaded with wood chip and vanilla flavors. As might be expected, even more oak flavor dominates the finish.",Chardonnay-Viognier
Argentina,"Simple jammy aromas lead to a hard, acidic palate offers some red fruit flavor but also an undercurrent of field greens. A lasting streak of bell pepper on the finish doesn't help bring it around.",Merlot
Argentina,"Leather, burnt bush and leafy, green Cabernet aromas get it off the mark in questionable fashion. The palate offers some berry flavor but it's chewy, buttery and off-center. Not a whole lot going for it.",Cabernet Sauvignon
Argentina,"Heavy, with aromas of cornflakes and peach syrup. Unctuous and chunky as can be, with sweetness dialed up to the max. Finishes like a bull in a China shop, with canned pear, honey and raw sugar.",Sauvignon Blanc
Argentina,"Less than ripe on the nose, with hay and green notes. Yet the palate is sweet and sugary. Hence the front end and back end are at odds with each other.",Cabernet Sauvignon
